Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 09:16:31	 376 	c1254 	606 	 97 	 01111000 	 120 	 7228808 	 140	 83	 99	 138	 32	 171	 
2019-05-04 09:17:00	 742 	c1254 	607 	 103 	 10110100 	 180 	 7544312 	 140	 84	 99	 138	 32	 172	 
2019-05-04 09:17:06	 406 	c1254 	608 	 109 	 01111000 	 120 	 7605752 	 140	 84	 99	 139	 32	 172	 
2019-05-04 09:21:09	 481 	c1254 	609 	 115 	 01110100 	 116 	 10220528 	 140	 84	 100	 139	 32	 173	 
2019-05-04 10:06:29	 467 	c1254 	611 	 122 	 10101000 	 168 	 6006840 	 141	 84	 100	 139	 32	 173	 
2019-05-04 12:46:48	1136 	c1254	5496 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 12:46:49	 936 	c1254	161 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 12:46:50	 260 	c1254	161 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 12:46:51	 265 	c1254	161 bytes to file.
